nama,reviews,rating
gns health,"Tempat yang bagus, makanan yang enak.",5 bintang
May Dewi,"Ide bagus, tempat untuk dikunjungi",5 bintang
Mita Afrilia,Tempat yang nyaman untuk menghabiskan waktu. 💕 …,5 bintang
Ichram Gunansyah,,5 bintang
Novi Asriyanti,"Bagus, nyaman",5 bintang
Ferdiansyah Saputra,,5 bintang
Alfia Kusumaningsih,,5 bintang
Fhadila Utami,Sangat bagus,5 bintang
Mita Afrilia,Tempat yang nyaman untuk menghabiskan waktu. 💕,5 bintang
Ahmad Fuad,Tempat yang sangat direkomendasikan,5 bintang
Ayu Safitra,,5 bintang
Hairany Majid,,5 bintang
Miranty Polandrio,,5 bintang
Na,"Makanan, minuman, dan suasananya = ⭐️⭐️⭐️⭐️⭐️",5 bintang
inci inci,Makanan dan minumannya enak.,5 bintang
Nurul Pratiwi,,5 bintang
Mara Noegroho,Restoran yang bagus,5 bintang
Inggrid,,5 bintang
Ayu D A,Tempat yang bagus untuk nongkrong bareng teman-teman.,5 bintang
Arny Nany,Bagus,5 bintang
Hawra Insiyah,,5 bintang
Sri Astuti,Bagus,5 bintang
Harjono Honoris,Memuaskan,5 bintang
Pandu Pertiwi,,5 bintang
mutiah pane,,5 bintang
Azhari Farmawan,Ini sangat bagus,5 bintang
Andika Palayukan,,5 bintang
Ilene Natania,Oke,5 bintang
Zulfikar Yusuf,Oke,5 bintang
Najwa Naulia,,5 bintang
Aziz Mustofa,,5 bintang
Alsugi Novtiara,Bagus sekali ⭐️,5 bintang
andi gunawan,,5 bintang
evelyn lyn,Bagus!!,5 bintang
Fadhil Fajrianzah,Direkomendasikan😊👍 …,5 bintang
Ulfa Amin Ahmad,,5 bintang
Pute,,5 bintang
Bro Kolli,,5 bintang
lemonade_ boi,Bagus,5 bintang
Fadhil Fajrianzah,Direkomendasikan😊👍,5 bintang
FERDY WIDJAJA,,5 bintang
Natalia Silvia,,5 bintang
Dewi Trisila,,5 bintang
Nop,Bagus,5 bintang
nelly anita,,5 bintang
Veronica Lidya Pratiwi,Secara keseluruhan oke 💕 …,5 bintang
wahyuni uni,,5 bintang
Muh Alim,,5 bintang
Eliztetic,Lezat & Segar,5 bintang
asmita ramadanti,,5 bintang
Veronica Lidya Pratiwi,Secara keseluruhan oke 💕,5 bintang
roesdy roes,Bagus,4 bintang
Antony Ritung,Rasanya enak,5 bintang
Yanti Rongre,Sepadan,5 bintang
Muh Reza Meisar Syahputra,,5 bintang
Hendy Nata,Enak,5 bintang
Syane Salukanan,Bagus,5 bintang
Muthia Aulia,Bagus!!!,5 bintang
Moh. Akbar Mubaroq,Terbaik lahh 👍 …,5 bintang
nuraeni _,,5 bintang
Erman Malik,..kopi yang enak,5 bintang
Lulu Fauziyah,Kafe paling nyaman,5 bintang
rachel kwandou,direkomendasikan !!,5 bintang
gilang djafar,Tempat yang Baik,5 bintang
zaskia aisyah,,5 bintang
Piyu Pipit,Tempat yang bagus,5 bintang
ahmad taufal addaus,Disetujui 😍👍 …,5 bintang
Eason YS,Tempat yang sempurna!,5 bintang
Aeinudy Liwang,Mantabbbbb 👍👍👍 …,5 bintang
Berty Wairisal,tempat yang bagus,5 bintang
NEGARA AB CHANNEL,Sangat berharga!!!!!,5 bintang
ahmad taufal addaus,Disetujui 😍👍,5 bintang
Aeinudy Liwang,Mantabbbbb 👍👍👍,5 bintang
YTS IND,,4 bintang
kharisma alifah,Bagus bagus bagus,4 bintang
Nur Ummi Kalsum,,4 bintang
Tri Imam P,goodfields gacorr🔥🔥🔥 …,5 bintang
Livi Indriana,,5 bintang
eka reski,,5 bintang
Ardy Jumari,,4 bintang
Andrew George,,5 bintang
irfin harun,,5 bintang
Siti Sarah.a.a.j,,5 bintang
Tri Imam P,goodfields gacorr🔥🔥🔥,5 bintang
Nur Salim,,5 bintang
Barry C,,5 bintang
arjey pakasi,,5 bintang
zul Kifli,,5 bintang
Herry Sugiyanto,,4 bintang
Sonny Winarso,,3 bintang
Erik Lolo,,4 bintang
Yasdar Fitrah,,5 bintang
Yehezkiel,,5 bintang
Aan Priyono Warpa,,5 bintang
Wahyuni Apriyanti,,5 bintang
nrlfdllh,,5 bintang
nisjul,,5 bintang
Nurul qalbi Magfirah,,5 bintang
Lifya Heito,,5 bintang
Jihan Shafira,,5 bintang
Rusly,aku suka itu👍 …,5 bintang
Nur Syamsina,,5 bintang
Juliarwon Putra,,5 bintang
Makhrajab Dinul arif,,5 bintang
Rusly,aku suka itu👍,5 bintang
Kreasi Trihakka,,5 bintang
Oeltra Latief,,5 bintang
Siti Fadillah,,5 bintang
Gerald Anantha,,5 bintang
faiqah sulkarnaen,,5 bintang
Nur Hardianty Tajuddin,,5 bintang
rachmat hidayat,,5 bintang
Adrianti Anti,,4 bintang
monica sumampow,,5 bintang
Mardhiyah Fauzani,tempat yang nyaman,5 bintang
Ice Sriyanti Lente,,4 bintang
Taqiy Sakti,,5 bintang
Salma Alma,,5 bintang
Rollys Hebron,,5 bintang
Juliana Wahab,,5 bintang
SRI INDRIANI,,5 bintang
MyLha 01,,5 bintang
David Gani,,5 bintang
Cunny Tjing,,5 bintang
Andi Aschayani,,4 bintang
Andibatarii todja,,5 bintang
ardi go,,4 bintang
Jane Wijaya,,5 bintang
Andi Bilqis,,5 bintang
Liem willy,,5 bintang
Everest,,4 bintang
Tacia T,,5 bintang
Joyce,,5 bintang
Lenny Yuniwati,,4 bintang
Andien Polandrio,,5 bintang
muftihaturrahmah uthy,,5 bintang
Ghina Imtiaz,,5 bintang
Ruhana Nana,,5 bintang
Naura Madali putri,,5 bintang
I post random pictures,,5 bintang
Alief Radhiy,,5 bintang
afika Fika,,5 bintang
Vinson NS,,5 bintang
Marlina Only,,5 bintang
Canise irwanto,,5 bintang
Anastasia Sagita Novia,,5 bintang
thalia woen (pumpkin),,5 bintang
Iin Ong,,5 bintang
Sherly Lijaya,,5 bintang
Asrii Lie,,5 bintang
Hj Rahbiati,,5 bintang
Rachmawaty Muchtar,,5 bintang
farrah fachrul,,5 bintang
Erwin d,,5 bintang
Sanny -,,5 bintang
laurenthia holiwono,,5 bintang
Lien Lao,,5 bintang
Yuyun Indra Yudhana,,5 bintang
Efraim Tandiary,,5 bintang
Henry Lasut,,5 bintang
dewi liauw,,5 bintang
Baldiah D,,5 bintang
Mazaya aturi Parinduri,,5 bintang
giontaros gonter,,5 bintang
fransiska,,5 bintang
ahmad Setiawan,,5 bintang
Trisha Novita Brygian,,5 bintang
leonel,,5 bintang
Silvester Hansen Jonatan,,5 bintang
Cleo Joline,,5 bintang
Dustin Cendiawan,,5 bintang
fitriah syarifuddin,,5 bintang
Vouse Mouve,,5 bintang
deitra a,,5 bintang
Yulifia Thoenesia,,5 bintang
Fery Tan,,5 bintang
Sri Rezky Mulia Kasim,,5 bintang
Fischa Alisha,,5 bintang
Zadrach Windessy,,5 bintang
rifqa alifia,,4 bintang
Vania Christine,,5 bintang
Alzrite,,5 bintang
Fitriani Fitri,,5 bintang
Rizal Winarto,,5 bintang
Jerry Fransen,,5 bintang
Yuki Kurokiba,,4 bintang
david,,5 bintang
anna limbunan,,5 bintang
Ho Johan Homeric,,5 bintang
Windhi Lisulangi,,5 bintang
StyluxeBarbershop,,5 bintang
Humaidi Chandra Wijaya,,5 bintang
daniel djie,,5 bintang
Meisy Lie,,5 bintang
Ahmad Zauqi,,5 bintang
Vinny Oyong,,5 bintang
Lynda Sutanto,,5 bintang
Stella Nadia,,5 bintang
usmawati usman,,5 bintang
Fikran Sahid,,5 bintang
Lenny Nie,,5 bintang
ince tankoma,,5 bintang
KAP YANISWAR DAN REKAN,,4 bintang
Angel Only,,5 bintang
Rini Manis,,5 bintang
Jsm Jhonny,,5 bintang
chiau winarto,,4 bintang
nidya nurul,,5 bintang
Cherilyn,,5 bintang
Irratul kirana fatihah,,5 bintang
Caroline Yovianto Rusly,,5 bintang
Rudi Sampara,,5 bintang
Kumon Sulawesi,,4 bintang
Bstl3 Haha,,5 bintang
jack wisan,,5 bintang
Hj. Weny Hakim,,5 bintang
Inspiring Innovation,,5 bintang
Rahma Burhanuddin,,5 bintang
Feby Thung,,5 bintang
Yuni Gonzales,,5 bintang
Sara Köppel,,5 bintang
rizky yulianty,,5 bintang
Isriani Usla,,5 bintang
Sean Fredrich,,5 bintang
Nav Alternate,,5 bintang
audry devisanty wuysang,,5 bintang
Farah sabrina,,5 bintang
bryan ramadhan,,5 bintang
Stanley Gaghana,,5 bintang
andi nur afifah hartono,,5 bintang
Reinhart Winartio,,5 bintang
Julia Herman,,5 bintang
Mutmainnah Alwi,,5 bintang
Rina Halid,,4 bintang
Levi,,5 bintang
Haeril 2604,,4 bintang
Akunob,,5 bintang
Eryckson Haryatno,,5 bintang
Faiz Dwiputra,,5 bintang
septiady akp,,5 bintang
Erlin Dyah Werdiningsih,,5 bintang
ilham kamaluddin,,5 bintang
Zogel Fox,,5 bintang
William Gozal,,5 bintang
Ermita Fitriyanti,,5 bintang
farhan ekaputra,,5 bintang
Sambiloto,,5 bintang
Thoya Rahmat,,5 bintang
Tjia Houten,,5 bintang
andi eliarianti,,5 bintang
Yuki Hosen,,5 bintang
Ipoelji Syaifullah,,5 bintang
Tresya Anastasia,,5 bintang
utami atmajayanti,,5 bintang
Miftah Fadlilah,,5 bintang
JESSY MARTY REVANDY LOARDI,,5 bintang
Yaya Mahriani,,5 bintang
M.kenzonalendra,,1 bintang
John Rahayaan,,5 bintang
Yusma Yanti,,5 bintang
Nasywa maulidyaa,,5 bintang
Nrul Amnda,,5 bintang
adinda aulia larasati,,5 bintang
Henky,,3 bintang
Dicky Febrian,,5 bintang
Rasya Tama,,5 bintang
Lily Wongso,,5 bintang
risky arruan,,5 bintang
Elizabeth Samsie,,5 bintang
Kiki Meivera,,5 bintang
Pricilia Prilly,,5 bintang
Wahyuni Yuni,,5 bintang
Hajir Yhasya,,5 bintang
abang Mahmud,,4 bintang
Rosnida Muhtar,,5 bintang
Dalle 5151 Coffee Shop & Resto,,5 bintang
Aslinda,,5 bintang
Dinda Rezeky,,5 bintang
marcelina latuheru,,5 bintang
Felix Tj,,2 bintang
Iwan Mayasari,,5 bintang
Ika Patricia E. EWY,,5 bintang
Tika Ayu Kinanti,,5 bintang
Iun Haqqu,,4 bintang
Odhy Malla,,5 bintang
Deded Tuwanda,,5 bintang
Purna Novira Yonathan,,5 bintang
Junior Thenring,,4 bintang
Dulunya Gamer,,4 bintang
Ferdy Jauw,,5 bintang
Aldrich Matthew,,5 bintang
andreas prasetyo,,5 bintang
fatmawaty waty,,4 bintang
Firman Fauzie,,5 bintang
Ceskakusumadewi Baharuddin,,5 bintang
Helda Riyani,,5 bintang
rober tonapa,,5 bintang
Einthoven Lignum,,4 bintang
Rumeksi Handayani,,5 bintang
Tety dwi Arfianti,,5 bintang
Joko Suhardiman,,4 bintang
Fadel Fuad,,5 bintang
Andi Amelia amanda,,5 bintang
Antonius Setya,,5 bintang
dewinta kartikasari,,5 bintang
Arum Margianingsih,,5 bintang
Muhammad Taufiq,,5 bintang
Darwin Sentosa,,5 bintang
Dietro Konveksi,,5 bintang
fredy go,,3 bintang
Melvin Edric,,5 bintang
Yuda Yoga,,5 bintang
Devinta Vita,,5 bintang
Buds Wahyudhy,,3 bintang
Setia Central,,5 bintang
Dwik P.S,,4 bintang
JEMMY RONDONUWU,,5 bintang
Arvin Wong,,5 bintang
Alan Laurens,,5 bintang
Ayu Kayla,,5 bintang
Erik W,,4 bintang
nur alim djufri,,5 bintang
Inggrit Wongso Japutama,,4 bintang
Sakti Sartian Jaya,,5 bintang
Arezka Noya Andreossi,,5 bintang
S ugi,,5 bintang
Ary Kusuma,,5 bintang
Aneka Niaga Pratama,,5 bintang
ani,,4 bintang
marthin laij,,5 bintang
Widhy Astuti,,5 bintang
M Faizal Ramadhan,,4 bintang
Hendrick Arwin Sinaga,,5 bintang
Christian Aldadwianto,,5 bintang
Yuniar,,5 bintang
Ningrum D Puspita,,5 bintang
Tihar MD,,5 bintang
Yudith Coutrier,,5 bintang
Ronny Tanjung,,5 bintang
Arfan Topenk,,5 bintang
Jaoe Santoso,,5 bintang
Darwis Wongsari,,5 bintang
takwa muhammad,,5 bintang
Rachmat Samaiyo,,4 bintang
0402_Angelis Kerin Anugerah,,5 bintang
Dg Joe,Anda dapat melakukan reservasi secara gratis melalui WA jika sellowoww merespons.,1 bintang
Hengky Changay,,5 bintang
Rikawati Kaseng,,5 bintang
Herawati Anton,,5 bintang
Alif Baraqah,,5 bintang
Ivana Lumbantoruan,,5 bintang
Hadianto Ari Laksmono,,5 bintang
Orlen Pondaag,,5 bintang
DAILY TIA,,5 bintang
Elektro Bintan,,5 bintang
danny hadiprasetyo,,5 bintang
Zasmin Saputra,,5 bintang
Wahyuddin Yudhi,,5 bintang
Rustam 01tumewu,,5 bintang
cindyfatika sari,,2 bintang
Sari Mirayanti,,5 bintang
Hamidah Ilham,,5 bintang
Shaka jho,,3 bintang
Nuungsky,,5 bintang
Siera Aulia Puspita,,5 bintang
Astry Novitasari,,5 bintang
Linda Mansyur,,5 bintang
KING THE KING,,5 bintang
Fritzline Tandiamal,,5 bintang
Hillary Jesslyn,,5 bintang
Fithra Amalia,,5 bintang
rahman syarif,,5 bintang
Yenny Terry,,5 bintang
saiyed ancha,,4 bintang
james limpo,,4 bintang
reinz sadra,,5 bintang
Yenny Kandany,,5 bintang
Natasya Debher,,5 bintang
cindy ariandy,,5 bintang
inge tandiary,,5 bintang
Setiawan Winarso,,5 bintang
Andi Miftahul Jannah,,5 bintang
Anto Anto,,5 bintang
Gaby,,5 bintang
Rey R,,5 bintang
Hendrik Wijaya,,5 bintang
nurfadilla syair,,5 bintang
michael nawin,,5 bintang
Azkayra Yasna Malaika,,4 bintang
Rio Bernat Aritonang,,5 bintang
Chandra Wardana,,4 bintang
Aisyah Patunru,,5 bintang
Lord Epic,,5 bintang
Jay Toreh,,5 bintang
Apriliani Dewi Setiawati,,5 bintang
Ilham Semmawi,,4 bintang
Agung Sanjaya,,5 bintang
fatdir chan,,4 bintang
arnabee,,5 bintang
Jodhy Patty,,5 bintang
Ervina,,5 bintang
Norma Novicka,,5 bintang
Ari asoka,,5 bintang
His bullah,,5 bintang
zatalia ramadhan,,5 bintang
Arfah Muhammad,,5 bintang
Aryandi Winardi,,5 bintang
Ricky Melowa,,5 bintang
Galih Perdana,,4 bintang
andry phieter,,5 bintang
Annisa Nahdah Mahfuzhah,,5 bintang
Muhammad Fadli,,4 bintang
Khany Kusuma,,5 bintang
Andi Abdullah,,5 bintang
Angel R,,5 bintang
Hari Sakti Zabri SH MH,,5 bintang
Muhammad Farhan Irawan,,5 bintang
Al alamsyar,,5 bintang
Ira Lestari,,5 bintang
Aulya Imaniar,,4 bintang
Sahabuddin Saleh,,4 bintang
Lola Azzahra,,5 bintang
Kelvin W,,5 bintang
petrus kanisius novena mulyono,,4 bintang
Sitti Ramadhana Jamal,,5 bintang
Harun Syaputra Wijaya,,5 bintang
Muhammad Zulkifli,,5 bintang
Fitri Win,,4 bintang
Fadly Kasriadi,,5 bintang
Idham Syam,,4 bintang
Arift,,5 bintang
Lili Gerard,,4 bintang
LFH,,5 bintang
M Y,,5 bintang
marner peter,,3 bintang
Risky Yuniarti,,2 bintang
Firman Tapak,,3 bintang
Mustafa Irate,,5 bintang
Cherry Luiz,,3 bintang
Valencia,,4 bintang
Zwift Gratis,,5 bintang
Dian Amalia,,5 bintang
muhammad amiruddin,,5 bintang
Nurul Aisyati Ramadhani,,5 bintang
David Gozal,,4 bintang
d io,,5 bintang
Mohammad Aqsha Asri,,5 bintang
ahmad haikal,,5 bintang
bangayub,,2 bintang
Kurniawati Dharmanatha,,5 bintang
laa laa,,5 bintang
Naldi Rinaldi,,5 bintang
Shinta Yulisa,,5 bintang
Ciptarini Apriyanti,,5 bintang
evy rakryani,,5 bintang
Mikhael S.Panjaya,,5 bintang
Amir Nawir,,5 bintang
Abdul Nasir,,3 bintang
Jouwie Mirawan,,4 bintang
Hasbi,,4 bintang
Syahrul Tri Masruri,,5 bintang
Megha Chutee,,4 bintang
Lenny Alvin,,5 bintang
FAtography TV,,5 bintang
Andi Fatur,,5 bintang
Agus Salim,,5 bintang
marmarmrr,,4 bintang
EKA Arianni,,5 bintang
LIMAU perintis,,5 bintang
